birthyear,birthSex,ethnicityomb,raceomb_002,dscore,assocareer,assofamily,impcareer,impfamily,num_childunder18,anninc,percentanninc,primary1,num_primary1a,secondary1,num_secondary1a,surnameused,countrycit_num,countryres_num,edu,politicalid_7,religion2014,religionid
1999,2,1,6,0.829625307,3,3,4,5,2,4,2,1,1,2,1,0,1,1,5,6,2,4
1966,2,2,6,0.829644526,4,3,5,5,2,7,5,1,1,2,1,4,1,1,5,3,3,4
1996,2,2,6,0.830074982,4,4,4,5,2,,,1,2,2,1,0,1,1,8,,3,3
1978,2,2,6,0.830121697,5,4,4,5,2,,,1,2,2,1,0,1,1,7,4,3,4
1965,2,2,6,0.830172492,4,3,4,4,2,10,11,1,1,2,1,0,1,1,8,6,2,3
1985,2,2,6,0.830242271,4,4,4,5,2,11,7,1,2,4,1,,1,1,6,4,3,3
1995,2,2,7,0.830300604,4,3,4,4,2,1,1,1,1,2,1,1,101,101,7,5,6,2
2003,2,2,6,0.830372283,4,4,5,5,2,11,1,1,2,2,1,0,1,1,3,6,3,2
,1,,2,0.830406037,7,7,4,5,1,,6,1,1,2,1,0,1,1,8,3,7,2
1999,1,2,6,0.830755574,6,4,4,4,2,11,1,1,1,2,1,0,1,1,4,3,3,2
1979,2,2,6,0.830842721,2,2,4,5,1,4,11,1,1,2,1,4,1,1,6,2,3,4
1998,2,2,6,0.830948973,4,2,5,5,2,1,1,1,1,2,1,0,1,1,5,4,3,1
1977,2,2,6,0.831138562,6,2,5,4,2,7,6,1,1,2,1,0,1,1,9,7,7,1
2003,2,2,6,0.831156051,4,2,4,5,2,6,1,1,1,2,1,0,1,1,3,6,3,3
1999,2,2,6,0.831178102,4,4,5,5,2,,,1,2,2,1,0,1,1,5,6,7,1
2003,2,2,6,0.831370754,5,3,4,5,2,11,1,1,2,2,1,0,1,1,4,4,3,2
1996,2,2,6,0.831442799,3,5,5,5,2,2,11,6,1,6,2,4,1,1,6,4,3,4
1995,2,3,6,0.831557838,4,4,5,5,2,7,1,1,1,2,1,0,14,14,4,4,7,1
1976,2,3,6,0.832006554,4,1,4,5,1,1,5,1,1,2,1,1,106,106,7,4,2,3
1998,2,2,6,0.832012833,4,1,5,5,2,,,1,1,2,1,,1,1,5,6,7,1
1982,2,2,6,0.832117607,4,2,4,5,1,11,7,1,1,2,1,4,1,1,9,2,7,2
1998,2,2,2,0.832155833,1,4,4,3,2,9,1,1,1,5,2,1,1,1,7,7,8,1
1984,2,2,6,0.832220602,3,3,4,4,2,1,3,1,1,2,1,0,1,1,5,4,3,3
1980,2,2,2,0.832415795,6,7,4,5,2,1,2,6,2,6,2,1,170,14,7,3,3,2
1998,1,3,5,0.83263622,4,4,5,5,2,1,5,2,1,1,1,0,83,83,7,4,2,2
1988,1,2,6,0.832667835,4,4,2,2,2,1,1,1,1,4,1,1,1,1,5,6,7,1
1947,2,2,6,0.832684014,4,2,3,4,2,4,2,1,1,6,1,0,1,1,6,7,5,1
1977,2,1,6,0.832751066,4,3,4,4,2,2,5,1,1,2,1,0,11,11,7,6,2,2
1990,2,2,2,0.832897041,4,3,5,3,2,6,8,1,1,2,1,4,1,1,8,5,7,1
1980,1,2,6,0.832907517,5,4,3,4,2,11,6,1,1,2,1,0,1,1,7,7,7,1
1991,2,2,6,0.832933892,4,4,5,2,2,11,6,1,2,2,1,4,1,1,8,5,7,1
1999,2,2,6,0.832947699,4,3,4,5,2,1,2,1,1,5,2,1,1,1,5,7,3,3
1997,2,2,6,0.833029472,2,2,4,5,2,,,1,2,2,1,0,1,1,7,3,2,3
1977,2,2,5,0.833175185,7,4,4,5,1,3,2,1,1,7,,1,83,1,4,4,6,3
1954,1,2,6,0.833189948,4,3,4,4,2,11,7,1,2,2,1,0,39,39,7,4,3,1
1999,2,2,5,0.83324582,5,3,4,4,2,2,2,1,1,7,,1,1,1,5,6,3,2
,,,,0.833338095,5,4,3,3,2,11,3,1,1,2,1,0,,,,,,
1985,2,1,6,0.83360745,4,4,5,4,2,,,2,1,1,1,1,227,227,7,5,2,1
1960,2,2,6,0.83362871,4,4,4,5,2,7,9,1,2,2,1,0,1,1,10,6,3,2
1993,2,2,5,0.833754536,2,1,3,4,2,2,1,1,1,5,1,2,1,1,8,4,2,2
1978,1,1,6,0.833864471,4,4,4,3,2,,,1,1,7,,3,200,108,4,6,7,1
2001,1,2,6,0.833894478,4,4,5,5,2,6,1,1,2,2,1,1,75,75,4,7,2,1
1993,2,2,2,0.833973923,,3,,,2,,,1,1,6,1,1,216,216,7,4,7,1
1977,1,2,7,0.834015244,4,4,4,3,1,3,8,1,1,5,1,0,232,232,7,4,7,2
1982,2,2,6,0.834034845,2,2,2,5,1,7,1,1,1,2,1,3,225,225,8,3,3,2
1999,2,2,2,0.834073049,4,5,5,4,2,2,1,1,2,2,1,1,113,113,4,3,7,1
,2,,,0.834300683,3,2,4,5,2,,,1,2,4,1,,,,,4,2,3
1982,2,2,6,0.834522342,4,4,4,5,1,3,5,1,1,2,1,4,1,1,8,1,3,4
1987,2,2,3,0.834722347,4,1,2,5,2,3,8,1,1,2,1,0,100,100,14,6,4,3
1992,2,1,6,0.834858475,4,3,4,5,2,10,7,1,1,2,1,0,1,1,7,7,7,1
1974,2,2,6,0.834887343,4,2,4,5,1,4,7,1,2,2,1,0,1,1,8,2,2,3
1998,2,2,4,0.834949765,3,4,4,5,2,3,2,1,1,2,1,0,1,1,6,4,3,4
1998,2,2,6,0.83508237,4,2,5,4,2,1,11,1,1,2,1,0,1,1,8,7,3,4
1984,2,1,8,0.835127059,6,1,4,5,1,6,2,1,2,2,1,1,1,1,8,2,3,3
,,,,0.835130933,4,4,5,5,,,,,,,,,,,,,,
1974,2,2,6,0.835236386,6,3,4,5,1,11,9,1,1,2,1,0,74,74,9,6,3,2
,,,,0.835338614,5,3,4,4,2,3,11,1,2,2,1,0,,,,,,
1981,2,2,6,0.835341103,4,3,4,5,1,11,11,1,1,2,1,0,225,225,8,7,3,2
1980,2,2,6,0.835460383,4,2,4,5,2,11,11,1,1,2,1,0,1,1,9,6,7,1
1984,2,2,2,0.835491178,7,2,4,5,2,6,11,6,2,3,1,0,39,39,7,7,7,1
1999,2,2,6,0.83556166,5,4,4,4,2,6,1,1,1,2,1,0,1,1,6,2,2,3
1999,1,2,6,0.835658199,4,4,4,5,2,1,11,1,1,1,1,2,1,1,5,4,2,2
1990,2,2,6,0.835749246,4,3,4,4,2,7,9,1,1,2,1,0,1,1,7,6,7,1
1954,2,2,6,0.835812939,4,4,3,3,2,4,11,1,1,2,1,3,39,39,9,7,3,2
1987,2,2,6,0.835842343,4,4,4,5,2,3,11,1,1,4,1,1,1,1,9,2,3,3
2000,1,,,0.835853939,5,2,3,4,2,7,1,1,2,2,1,0,,,,,,
,2,2,6,0.836011979,4,3,3,4,2,8,5,1,1,4,1,1,1,1,7,4,3,3
,2,,,0.836061334,4,4,5,5,,,,1,1,7,,0,,,8,4,3,
1994,2,2,3,0.836102975,3,3,5,5,2,5,4,1,1,2,1,0,1,1,7,7,8,2
1997,2,2,6,0.836128114,4,3,5,5,2,7,1,1,2,2,1,0,1,1,7,5,5,1
1993,2,1,8,0.836242034,4,4,4,4,2,2,10,1,1,2,1,0,1,1,7,7,7,1
1995,2,,,0.836282393,4,3,5,4,2,,,1,1,2,1,,,,,,,
1972,1,1,1,0.836311263,1,1,5,5,1,4,5,1,1,3,2,1,139,139,9,4,2,1
1993,2,2,6,0.836441219,4,3,4,4,2,4,11,1,2,2,1,0,1,1,7,7,5,1
1993,2,2,6,0.836460868,5,4,4,5,2,11,5,1,1,2,1,1,225,225,9,3,7,1
2002,2,2,3,0.836464972,5,3,5,3,2,,,1,1,2,1,0,1,1,3,6,1,2
1984,1,2,6,0.836607322,4,3,4,4,2,9,11,1,1,2,1,0,1,1,14,7,7,1
2003,1,2,6,0.836615745,4,4,5,5,2,11,1,2,1,1,1,0,1,1,5,4,3,3
,1,2,6,0.83665769,4,4,3,3,2,,,7,,7,,1,39,39,3,4,7,1
1974,2,2,6,0.836677664,5,6,4,5,1,5,11,2,1,1,2,0,1,1,7,4,3,2
1982,2,2,6,0.836684521,,1,4,4,1,,,1,1,2,1,,1,1,8,5,,2
2000,2,2,6,0.836825857,7,2,5,5,2,,1,1,1,2,1,0,1,1,4,5,7,1
2001,2,2,,0.83698947,4,3,4,5,2,7,1,1,1,2,1,0,1,1,5,3,2,3
1988,1,1,8,0.837083395,4,4,4,5,2,2,11,6,1,5,1,1,56,1,7,2,2,3
1984,1,2,6,0.837308432,7,1,2,5,2,7,8,1,2,2,1,0,1,1,10,1,2,2
2002,1,1,6,0.837317981,5,2,4,5,2,1,4,1,1,2,1,1,1,1,3,5,2,3
1974,2,2,6,0.837729949,5,2,3,5,1,6,8,1,2,2,1,0,1,1,13,4,2,2
1987,2,,,0.83777589,1,1,5,5,1,,11,1,1,4,1,4,1,1,4,,,4
1962,2,2,6,0.837794916,2,1,2,5,2,,6,1,2,2,1,4,1,1,6,,,
1962,1,3,6,0.837808903,4,4,3,3,2,4,11,1,1,2,1,0,39,39,9,7,7,2
1976,1,1,7,0.83780918,4,3,4,4,2,4,6,1,2,2,1,3,82,82,14,5,7,2
1993,2,2,2,0.837915174,4,4,5,5,2,2,1,1,2,7,,1,45,1,7,4,7,2
,2,,,0.837948491,4,3,4,5,,,,,,,,,,,,,,
1988,2,3,6,0.838051055,5,3,4,5,1,3,5,1,1,2,1,4,15,15,12,6,7,1
1999,2,2,6,0.838114819,5,3,4,4,2,10,1,1,1,2,1,1,1,1,5,6,7,1
1982,2,2,6,0.838220078,4,3,5,5,1,8,8,1,2,2,1,0,39,39,7,7,7,1
1985,2,3,7,0.838328664,6,6,3,3,2,1,11,1,2,2,1,0,1,1,5,5,2,3
1998,2,2,6,0.838334033,5,3,4,4,2,10,1,1,1,5,2,0,1,1,7,5,3,3
1984,2,2,6,0.838343458,4,2,3,5,1,5,6,1,2,2,1,0,1,1,4,4,3,3
1970,2,2,6,0.838360547,3,3,5,5,1,11,5,1,1,2,1,0,1,1,9,7,7,1
1976,2,2,6,0.838408184,6,2,4,4,1,,,1,1,5,2,1,39,39,7,4,7,1
1992,2,2,6,0.83842247,4,3,3,4,2,2,11,1,1,2,1,0,1,1,6,6,7,1
1986,1,2,6,0.838438567,5,3,4,5,1,9,6,1,1,2,1,0,1,1,6,6,3,3
1973,2,,6,0.838466401,2,2,4,5,2,4,11,1,1,2,1,0,1,1,7,6,2,2
1966,2,2,6,0.83864218,4,4,5,5,1,11,2,1,1,5,1,0,1,1,14,7,5,3
2001,2,2,,0.838768686,6,3,2,5,2,2,1,1,2,2,1,0,1,1,4,1,3,3
1999,2,1,7,0.838775457,5,3,4,5,2,2,5,1,2,2,1,0,1,1,5,4,2,3
1997,1,2,6,0.838806934,,,,,,,,,,,,,225,225,9,6,7,1
1986,2,2,5,0.838820608,1,1,5,5,1,2,11,1,1,2,1,0,1,1,8,4,6,4
2001,2,1,8,0.838832026,4,2,4,4,2,7,1,1,2,2,1,0,1,1,5,7,7,1
2000,2,1,6,0.838836049,4,3,5,5,2,5,1,1,2,2,1,0,1,1,4,4,3,3
1998,1,2,6,0.838904242,5,3,3,3,2,1,2,1,1,2,1,1,177,177,4,5,7,2
1952,2,2,6,0.839067283,6,2,3,4,2,6,3,1,2,2,1,1,1,1,5,6,7,1
,,,,0.839096465,4,4,5,5,,,,,,,,,,,,,,
2001,2,2,2,0.839121818,4,4,5,5,2,6,1,1,1,2,1,1,1,1,4,6,7,1
1996,2,2,6,0.839254895,5,2,4,4,2,5,11,1,2,2,1,0,1,1,8,2,3,4
1940,2,3,6,0.839414151,4,4,4,5,2,3,11,1,1,7,,4,1,1,8,6,2,2
1999,2,1,6,0.839603359,4,1,3,5,2,1,1,1,1,5,1,0,1,1,4,4,2,3
1960,2,2,5,0.839860303,4,5,4,5,2,5,7,1,2,2,1,4,1,1,9,,2,2
1986,2,2,6,0.839893468,6,4,4,5,1,7,11,1,1,2,1,0,1,1,6,6,7,1
1967,2,3,6,0.839898831,5,4,4,4,2,,4,1,2,2,1,4,14,14,5,3,2,3
1998,2,1,,0.840011177,3,4,4,4,2,1,1,1,2,7,,3,1,1,5,6,8,2
1981,2,2,6,0.840065914,1,1,,,,,,,,,,,1,1,9,6,3,2
1975,2,,6,0.840065939,5,3,4,3,2,11,7,1,1,2,1,0,1,1,9,6,7,1
2002,2,3,6,0.840113373,5,3,5,4,2,6,2,1,1,2,1,0,1,1,3,4,7,1
,,,,0.840387348,4,4,4,5,1,10,5,1,1,2,1,0,,,,,,
1999,2,,6,0.84040016,5,3,5,4,2,9,1,1,2,2,1,0,1,1,5,4,2,3
1992,1,2,6,0.840406693,5,3,4,4,2,3,10,1,2,2,1,0,1,1,5,4,7,1
1998,2,2,8,0.84041577,2,2,4,5,2,,2,2,1,1,1,1,39,39,5,4,7,1
1998,2,1,7,0.840590832,4,2,5,5,2,,,1,1,2,1,1,1,1,6,,2,3
1969,1,2,6,0.840602824,6,1,3,5,2,8,9,1,1,2,1,0,39,39,7,7,2,2
1992,2,2,,0.840715358,4,4,3,4,2,2,7,1,1,2,1,1,225,225,9,6,7,1
,1,,,0.840759044,,,3,4,2,,,,,2,1,0,,,,,,
1981,1,2,6,0.840784163,4,4,4,5,1,7,11,1,2,2,1,0,1,1,9,4,3,1
1999,1,1,8,0.840914949,7,6,5,5,2,1,11,1,1,2,1,0,62,1,4,2,3,3
2000,2,2,3,0.840932822,4,4,4,4,2,2,1,5,2,2,1,1,1,1,4,6,1,2
1961,2,2,6,0.841020876,5,3,5,3,2,11,4,1,1,6,1,4,1,1,7,6,5,1
1978,2,3,6,0.841134988,1,1,5,4,1,11,5,7,,7,,4,39,39,7,6,7,1
2000,2,2,6,0.841190594,4,4,4,5,2,3,2,1,1,2,1,1,1,1,5,4,3,3
1999,2,3,6,0.841464959,4,3,4,5,2,11,,6,1,6,1,3,1,1,5,6,5,3
1966,1,1,6,0.841521808,4,4,3,4,1,3,11,1,1,2,1,0,53,53,6,4,3,2
2005,1,2,6,0.841570461,5,2,4,4,2,4,1,1,2,2,1,1,1,1,3,3,7,2
1966,2,2,6,0.841692836,5,2,3,5,2,6,4,1,1,7,,4,1,1,8,5,7,2
1972,2,2,6,0.841787711,6,2,4,5,1,4,11,1,2,2,1,4,1,1,14,4,3,2
1964,2,2,6,0.841884934,,1,1,5,1,,,1,2,2,1,4,1,1,5,7,2,3
1995,2,2,6,0.842113083,4,3,4,5,2,5,5,1,1,2,1,0,1,1,5,5,3,2
1996,2,1,7,0.842254489,4,2,4,5,2,2,1,1,1,2,1,0,1,1,7,4,2,2
1969,2,2,6,0.842260745,4,1,3,5,2,,,1,1,5,2,0,155,14,13,4,3,2
1964,2,1,6,0.842525815,3,1,4,5,2,5,6,1,2,2,1,1,227,39,7,6,2,2
1970,1,2,6,0.842667437,6,4,5,4,1,11,11,1,2,2,1,0,1,1,8,2,2,3
1967,2,2,6,0.842790202,4,4,4,5,2,9,8,1,2,2,1,4,1,1,7,2,3,4
1965,2,2,6,0.842813844,4,4,4,5,2,10,8,1,1,2,1,0,1,1,6,3,2,3
1987,2,2,6,0.842816979,1,3,3,5,1,3,5,1,1,2,1,4,172,172,9,4,2,3
1982,2,2,6,0.842847615,4,2,3,5,1,6,4,1,2,2,1,0,225,225,9,3,7,1
1959,1,2,6,0.842902182,6,4,2,1,2,,6,1,1,2,1,,225,225,8,7,7,1
1982,2,2,6,0.842963669,4,4,4,4,2,5,11,1,1,2,1,0,1,1,9,7,3,2
1968,2,2,6,0.842991142,4,4,3,5,2,5,11,1,1,5,1,1,1,1,5,6,7,2
2001,2,1,6,0.843038133,4,4,4,4,2,6,1,1,2,2,1,0,1,1,5,6,2,2
1974,1,1,8,0.843073339,4,4,4,4,2,4,4,1,2,2,1,0,48,200,13,5,2,2
1999,2,2,6,0.843242773,4,1,5,5,2,3,1,1,2,2,1,0,1,1,5,5,7,1
1979,2,2,6,0.843438671,5,2,4,5,1,,4,1,2,2,1,4,104,39,7,4,2,2
1980,1,1,,0.843475707,4,3,5,5,1,8,11,1,1,2,1,0,139,139,7,4,7,1
1992,1,2,6,0.843487626,5,3,4,5,2,1,11,1,1,2,1,0,1,1,8,2,3,3
1970,2,1,7,0.843488797,2,2,4,5,1,3,6,1,2,2,1,0,48,39,5,4,2,3
1971,1,2,6,0.843915632,4,4,3,4,2,2,11,1,1,2,1,0,225,225,12,7,7,1
1994,1,2,6,0.84414307,5,3,4,5,2,2,11,1,1,2,1,0,82,82,7,3,2,3
1968,2,2,6,0.844502275,4,4,4,4,2,3,7,1,1,2,1,4,1,1,7,6,5,2
1980,2,2,6,0.844526205,5,,3,3,2,,,5,2,1,1,,,,12,7,7,1
1958,2,2,6,0.844543494,4,4,2,2,2,4,6,1,1,2,1,4,1,1,4,6,3,2
1976,1,2,6,0.844719116,6,6,4,5,1,11,11,1,1,2,1,0,1,1,7,2,3,2
1976,1,2,2,0.844720908,7,7,5,3,2,6,11,1,2,2,1,0,100,1,12,4,4,2
2002,2,,8,0.844865715,4,4,5,5,2,,,1,1,4,1,1,14,14,4,4,2,3
1971,2,2,6,0.844935186,6,2,4,5,1,11,5,1,1,2,1,1,1,14,7,4,3,3
2000,2,2,8,0.844952294,4,3,5,5,2,7,1,2,1,1,2,1,1,1,6,5,7,1
2000,2,2,6,0.844973789,4,4,4,3,2,10,1,1,1,2,1,0,1,1,5,7,3,3
1981,2,2,6,0.844995187,4,1,4,2,1,10,11,1,1,2,1,0,39,39,7,5,7,2
1979,2,2,6,0.845239262,1,3,3,5,1,11,9,1,1,2,1,0,1,1,9,7,7,1
2001,2,2,,0.845258808,4,4,4,5,2,3,1,1,1,2,1,0,1,1,4,4,2,1
1999,2,2,5,0.845502022,5,2,5,5,2,3,1,2,1,5,1,1,1,1,4,6,2,2
1988,1,2,6,0.845571053,4,4,4,3,2,5,8,7,,7,,0,74,74,9,6,7,1
1976,1,2,2,0.845669997,5,4,4,5,1,10,6,1,1,2,1,0,1,1,9,1,1,3
1965,2,2,5,0.845716702,2,2,4,5,2,5,8,1,1,2,1,3,1,1,9,2,3,3
1994,2,,6,0.845768109,2,1,4,5,2,5,10,2,1,1,1,1,1,1,7,6,7,2
1969,1,2,,0.846160535,4,4,3,4,1,9,11,1,1,2,1,0,1,1,8,5,7,1
1998,2,2,6,0.846371871,5,2,5,4,2,11,2,2,1,1,1,1,1,1,6,4,7,1
,2,2,6,0.846434838,7,1,3,5,2,,,1,1,2,1,,75,75,,4,,
1988,2,2,6,0.846519348,5,3,4,4,2,9,11,1,1,2,1,0,1,1,7,6,5,1
1971,2,,5,0.846691291,4,4,5,5,1,3,11,2,1,1,2,,1,1,7,2,3,4
,2,,,0.846821336,4,3,5,3,2,,,2,2,1,1,,,,5,,7,1
,2,2,6,0.847018236,6,3,4,5,1,,,1,2,2,1,4,82,82,9,,3,2
1989,2,2,6,0.847239843,4,2,4,5,1,1,4,1,1,2,1,0,1,1,6,1,3,4
2000,2,1,6,0.847278629,6,1,5,5,2,,,1,2,2,1,0,1,1,6,4,2,2
,2,,,0.847558904,4,4,5,4,2,5,6,1,2,2,1,,,,,6,,1
1983,1,2,6,0.847571327,4,4,4,4,1,11,9,1,1,2,1,0,1,1,13,4,2,2
1972,2,,2,0.847597871,7,1,4,5,1,11,6,1,1,2,1,1,39,1,9,6,3,3
,,,,0.847830801,7,1,4,4,2,5,8,1,1,2,1,0,,,,,,
1945,1,,6,0.847834369,4,4,4,4,2,11,2,1,2,2,1,0,1,1,7,6,5,2
1974,2,2,6,0.847841098,1,4,4,5,1,6,5,1,2,2,1,0,39,39,7,6,7,2
1993,2,2,6,0.847958323,5,4,4,4,2,3,6,1,2,4,1,2,225,225,7,2,3,2
2000,2,2,6,0.847971789,5,2,4,3,2,6,1,6,1,6,1,0,1,1,5,7,7,1
1972,1,2,6,0.847977963,5,4,3,4,1,11,7,5,2,5,2,1,1,1,9,6,5,2
1998,2,2,,0.848065765,4,4,4,5,2,3,1,1,2,2,1,1,1,1,5,7,7,2
1980,1,2,6,0.848119043,4,4,3,5,1,6,7,1,1,2,1,0,1,1,9,2,3,4
1967,2,2,6,0.848158221,6,6,4,4,2,3,11,1,1,2,1,4,1,1,7,4,3,3
1985,2,3,6,0.848158724,6,4,4,5,1,2,6,1,1,2,1,0,223,223,9,4,7,1
1966,2,2,6,0.848175056,6,1,2,5,2,11,2,1,1,2,1,0,1,1,9,6,5,2
1978,2,2,6,0.848277293,6,1,3,5,1,6,4,2,1,1,1,1,1,1,7,2,3,2
1992,2,2,6,0.848313754,6,2,4,4,2,4,11,1,2,2,1,0,1,1,9,7,5,1
1999,2,2,6,0.848486025,4,1,5,5,2,,2,1,1,2,1,0,1,1,5,6,7,1
1961,1,2,6,0.848646908,4,4,1,4,2,6,8,1,1,2,1,0,206,206,8,3,7,1
1974,2,2,6,0.848699115,3,3,4,3,2,9,6,1,1,2,1,0,1,1,5,3,7,1
1993,2,2,6,0.848724073,4,3,5,5,2,7,6,1,1,2,1,0,39,39,11,7,5,1
1972,2,2,6,0.84874521,4,2,4,5,2,3,5,1,1,2,1,1,1,1,9,5,2,3
1982,1,3,6,0.848909223,5,2,3,3,1,10,9,1,1,4,1,1,1,1,5,3,7,2
1945,1,2,6,0.848937293,4,4,5,5,2,9,8,1,2,2,1,0,1,1,9,3,5,2
1976,2,2,3,0.848984575,,4,5,5,1,,,1,2,6,2,4,100,100,9,4,4,3
1977,2,2,5,0.849025354,1,1,4,5,1,3,11,5,1,5,1,2,1,1,6,6,3,3
1989,2,2,6,0.849057455,4,4,4,3,2,7,11,1,2,2,1,0,1,1,14,6,7,1
1996,1,2,6,0.849070718,4,3,4,5,2,6,2,1,1,2,1,0,1,1,7,3,3,4
,,,,0.849121081,1,7,3,4,,,,,,,,,,,,,,
2001,2,2,6,0.849135605,1,1,5,5,2,6,,1,1,2,1,,1,1,5,4,2,3
1992,1,3,6,0.849220303,4,3,4,4,2,,,1,1,6,2,1,85,85,8,4,3,2
,2,,,0.84933025,6,3,4,4,2,11,7,1,2,2,1,1,39,39,,5,2,2
1978,2,2,6,0.84937865,4,4,4,5,2,4,2,1,2,2,1,0,1,1,8,4,3,4
1980,1,2,6,0.84948729,6,7,3,5,1,4,11,1,1,2,1,0,1,1,6,4,8,3
,2,2,6,0.84951779,2,1,5,5,1,,5,1,1,5,2,0,1,1,14,3,2,2
2003,2,2,6,0.849557884,6,2,4,5,2,8,1,6,2,7,,0,1,1,3,6,5,3
1981,2,2,,0.849601733,4,4,4,5,2,4,5,1,1,4,1,4,1,1,6,6,7,1
1985,2,2,3,0.849614226,4,4,3,4,1,8,2,1,1,2,2,1,1,1,7,6,8,2
1990,2,3,7,0.849621678,4,4,5,5,2,,,1,2,2,1,0,197,197,13,1,6,3
1983,2,2,6,0.849647075,4,3,3,3,2,5,11,1,2,2,1,0,1,1,10,5,7,1
,1,2,6,0.849708766,4,4,4,5,1,11,7,1,2,2,1,0,1,1,7,4,7,1
1987,1,2,,0.849747865,4,3,4,4,1,4,10,1,1,2,1,1,,,9,7,7,1
,2,,,0.84996205,5,4,4,4,1,2,11,6,1,6,1,4,158,39,9,4,3,3
1995,1,2,6,0.850076497,6,1,4,5,2,3,9,1,1,2,1,0,1,1,7,2,3,2
,2,2,6,0.850081223,6,2,5,5,2,8,6,1,2,7,,4,1,1,12,2,8,4
1991,2,2,7,0.850095405,4,3,4,5,2,3,4,2,1,1,1,1,155,14,7,6,6,2
1999,1,1,6,0.850153546,5,4,4,4,2,2,1,7,1,7,,0,1,1,4,4,2,2
1980,2,2,,0.850340294,4,3,4,5,1,7,8,1,1,2,1,3,225,225,9,6,7,1
1972,1,3,7,0.850455917,6,1,4,3,1,7,9,6,1,5,1,4,1,1,10,3,8,3
1986,2,2,6,0.850598029,4,4,4,5,1,6,5,2,1,1,1,0,1,1,14,2,2,3
,2,2,6,0.850623262,4,4,2,3,2,6,6,1,1,2,1,1,1,1,9,7,7,1
1982,1,2,,0.850654876,4,4,3,3,2,,7,2,1,3,1,0,75,34,5,4,7,1
,2,,,0.850657425,5,7,4,5,,,,,,,,,14,14,8,,,2
1974,2,1,7,0.850911027,3,1,5,5,1,7,7,1,1,2,1,3,1,1,7,4,2,4
1992,2,2,6,0.851004965,6,2,3,4,2,3,11,1,1,2,1,0,1,1,8,2,2,2
1963,2,2,6,0.851009484,4,4,4,5,2,9,4,1,1,7,,0,225,225,9,5,3,2
1969,2,2,6,0.851070617,7,1,3,5,1,8,5,1,2,2,1,1,1,1,5,2,3,3
1982,1,1,6,0.85129063,1,4,5,5,2,2,4,6,1,6,1,4,53,53,7,5,2,3
1963,2,2,6,0.851325905,4,3,4,5,2,11,11,1,1,5,1,4,1,1,7,3,2,2
2001,1,2,3,0.851346178,4,3,5,5,2,8,1,1,1,2,1,0,1,1,5,7,6,2
1979,2,2,2,0.851358432,5,1,3,5,1,9,3,1,1,2,1,0,108,39,7,5,7,1
1980,2,2,6,0.851395658,,4,3,4,1,5,1,1,1,7,,0,1,1,8,6,2,1
1980,2,2,6,0.851451182,4,4,4,5,1,5,7,1,1,2,1,0,1,1,7,2,8,4
1939,2,2,6,0.851578194,4,2,5,5,2,11,7,1,2,7,,4,1,1,12,7,7,1
,1,2,6,0.851669492,4,4,4,4,,6,3,7,,7,,,1,1,,1,,2
1955,2,2,6,0.851691101,6,2,3,5,2,,5,1,2,2,1,4,1,1,9,7,3,2
1978,2,2,6,0.85174335,7,3,4,5,1,,11,1,2,7,,,31,31,14,4,3,3
1969,2,2,,0.851797418,4,2,4,5,1,11,5,1,2,2,1,0,1,1,12,6,2,3
1985,2,1,7,0.851865426,1,1,4,5,1,,1,1,1,7,,4,1,1,7,4,8,3
2000,1,,,0.851884818,4,4,4,5,2,11,1,1,1,2,1,1,39,,,4,2,3
1977,2,2,6,0.852088853,4,1,3,5,2,4,6,1,1,4,1,2,1,1,8,6,3,2
1979,2,2,6,0.852337484,4,3,4,5,1,11,6,1,1,2,1,0,1,1,13,2,3,2
1987,2,2,,0.852538764,4,4,5,5,1,6,6,1,1,2,1,1,1,1,7,4,3,3
1986,2,2,6,0.852545946,6,3,1,5,1,11,1,1,1,2,1,0,1,1,8,4,7,1
,2,,,0.852581522,4,4,4,5,,,,,,,,,,,,,,
2001,2,2,5,0.852610659,4,4,3,3,2,4,1,1,1,6,1,0,1,1,5,4,7,2
1981,2,2,6,0.852728883,4,1,5,3,2,4,11,1,1,5,1,4,1,1,7,3,7,1
1983,2,2,6,0.852823209,7,1,3,4,2,2,11,1,1,2,1,4,1,1,6,3,3,1
1947,1,2,6,0.852954664,4,4,5,5,2,11,10,1,1,7,,3,1,1,7,7,7,1
2000,2,2,6,0.853043617,5,3,5,5,2,11,2,1,2,2,1,0,1,1,5,7,5,2
1974,2,2,6,0.853123087,4,1,5,3,2,11,7,1,1,7,,4,1,1,14,7,7,1
1979,1,,6,0.853142851,4,4,4,5,1,5,8,1,2,2,1,0,225,225,9,4,3,2
1996,2,2,6,0.853237502,5,3,3,3,2,1,1,1,1,2,1,0,1,1,7,7,7,1
1980,2,2,5,0.853307141,4,4,5,5,1,2,11,1,1,2,1,0,1,1,5,3,8,4
,2,2,6,0.853440109,4,2,4,5,2,4,11,1,2,2,1,0,39,39,14,,,
1996,2,2,6,0.853448727,5,2,5,5,2,10,1,1,1,2,1,0,1,1,7,7,7,1
1968,1,2,6,0.853476129,4,4,3,5,1,6,9,1,2,2,1,0,1,1,14,5,2,3
1986,2,2,6,0.853493716,4,4,3,4,2,5,11,1,1,2,1,0,225,14,5,7,7,1
1959,2,2,6,0.853610693,3,3,4,3,2,10,7,1,1,2,1,4,1,1,12,7,7,1
